"","site","Month","mon_mean","temporal","dataset_name","long_dd","lat_dd","CHELSA1.2","CHELSA2.1","CHELSA_EarthEnv","CHPclim","WorldClim2.1","CHIRPS2.0","CHELSAW5E5v1.0","TerraClimate","PBCOR_CHELSA1.2","PBCOR_CHPclim","PBCOR_WorldClim2.1"
"15","BCI",3,37.0651428571429,"1979-2013","CHELSA 1.2",-79.836377,9.164701,36,42.2000007629395,22.9342861175537,27.0864639282227,31,28.0724296569824,38.3760681152344,17.7999992370605,28,27.0864639282227,14
"16","BCI",4,112.328114285714,"1979-2013","CHELSA 1.2",-79.836377,9.164701,113,129.5,134.369293212891,75.5584869384766,163,108.158966064453,123.951835632324,111.900001525879,87,75.5584869384766,87
"17","BCI",5,282.342857142857,"1979-2013","CHELSA 1.2",-79.836377,9.164701,337,342.600006103516,326.420715332031,308.4140625,315,285.398101806641,285.990264892578,337.700012207031,264,308.4140625,289
"18","BCI",6,276.752571428571,"1979-2013","CHELSA 1.2",-79.836377,9.164701,317,319.299987792969,282.152130126953,289.219543457031,277,263.469390869141,276.382446289062,282.200012207031,256,289.219543457031,300
"19","BCI",7,272.555428571429,"1979-2013","CHELSA 1.2",-79.836377,9.164701,339,337.899993896484,281.604278564453,297.026245117188,350,268.172973632812,284.379760742188,304.200012207031,267,297.026245117188,256
"20","BCI",8,302.522857142857,"1979-2013","CHELSA 1.2",-79.836377,9.164701,340,350.399993896484,298.880706787109,299.639373779297,248,290.709838867188,285.995544433594,282.299987792969,273,299.639373779297,312
"21","BCI",9,257.541142857143,"1979-2013","CHELSA 1.2",-79.836377,9.164701,316,335.299987792969,305.834991455078,250.891052246094,269,268.266418457031,281.356109619141,227.699996948242,259,250.891052246094,268
"22","BCI",10,325.046857142857,"1979-2013","CHELSA 1.2",-79.836377,9.164701,400,392.600006103516,327.820007324219,370.953125,426,368.760101318359,335.855743408203,395.799987792969,335,370.953125,392
"23","BCI",11,389.570857142857,"1979-2013","CHELSA 1.2",-79.836377,9.164701,496,505,429.976440429688,480.063537597656,323,441.416412353516,381.110717773438,291.700012207031,397,480.063537597656,428
"24","BCI",12,252.485142857143,"1979-2013","CHELSA 1.2",-79.836377,9.164701,271,250.100006103516,194.077850341797,278.331848144531,116,236.014678955078,219.509124755859,78.1999969482422,210,278.331848144531,210
"25","BCICLEAR",1,65.4618857142857,"1979-2013","CHELSA 1.2",-79.838233,9.163114,78,74.5,30.4869232177734,79.7190399169922,55,64.4785614013672,68.5206146240234,43.5,60,79.7190399169922,26
"26","BCICLEAR",2,28.0438857142857,"1979-2013","CHELSA 1.2",-79.838233,9.163114,42,31,22.8507690429688,29.4163265228271,11,24.7792415618896,38.4234390258789,24.5,32,29.4163265228271,26
"27","BCICLEAR",3,32.1212571428571,"1979-2013","CHELSA 1.2",-79.838233,9.163114,36,42.2000007629395,22.9342861175537,27.0864639282227,31,28.0724296569824,38.3760681152344,17.7999992370605,28,27.0864639282227,14
"28","BCICLEAR",4,104.024371428571,"1979-2013","CHELSA 1.2",-79.838233,9.163114,113,129.5,134.369293212891,75.5584869384766,163,108.158966064453,123.951835632324,111.900001525879,87,75.5584869384766,87
"29","BCICLEAR",5,250.109,"1979-2013","CHELSA 1.2",-79.838233,9.163114,337,342.600006103516,326.420715332031,308.4140625,315,285.398101806641,285.990264892578,337.700012207031,264,308.4140625,289
"30","BCICLEAR",6,237.338971428571,"1979-2013","CHELSA 1.2",-79.838233,9.163114,317,319.299987792969,282.152130126953,289.219543457031,277,263.469390869141,276.382446289062,282.200012207031,256,289.219543457031,300
"31","BCICLEAR",7,239.789685714286,"1979-2013","CHELSA 1.2",-79.838233,9.163114,339,337.899993896484,281.604278564453,297.026245117188,350,268.172973632812,284.379760742188,304.200012207031,267,297.026245117188,256
