"","Year","site","annual_precip","long_dd","lat_dd","temporal","dataset_name","CHELSA1.2","CHELSA2.1","CHELSA_EarthEnv","CHIRPS2.0","CHELSAW5E5v1.0","TerraClimate"
"1",1970,"AGUACLARA",4578.858,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3303.30004882812
"2",1970,"BCI",3226.684,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2665.80004882812
"3",1970,"BCICLEAR",3141.214,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2665.80004882812
"4",1970,"CASCADAS",NA,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2572.80004882812
"5",1970,"GAMBOA",2613.536,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2686.80004882812
"6",1970,"GUACHA",NA,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2955.40014648438
"7",1970,"PEDROMIGUEL",2492.158,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2596
"8",1970,"PELUCA",3588.638,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3107.69995117188
"9",1970,"SANMIGUEL",NA,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3659.39990234375
"10",1971,"AGUACLARA",NA,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2706.19995117188
"11",1971,"BCI",2155.446,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2333.60009765625
"12",1971,"BCICLEAR",2157.476,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2333.60009765625
"13",1971,"CASCADAS",NA,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2224.60009765625
"14",1971,"GAMBOA",2152.8,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2255.10009765625
"15",1971,"GUACHA",NA,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2521.5
"16",1971,"PEDROMIGUEL",1935.44,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2223.19995117188
"17",1971,"PELUCA",NA,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2508.80004882812
"18",1971,"SANMIGUEL",3516.804,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2995.89990234375
"19",1972,"AGUACLARA",3106.42,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3150
"20",1972,"BCI",2367.2,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2653.60009765625
"21",1972,"BCICLEAR",2369,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2653.60009765625
"22",1972,"CASCADAS",1998.92,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2535.30004882812
"23",1972,"GAMBOA",2326.58,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2624.89990234375
"24",1972,"GUACHA",1892.24,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2914.19995117188
"25",1972,"PEDROMIGUEL",1948.18,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2486.69995117188
"26",1972,"PELUCA",3129.2,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2858.89990234375
"27",1972,"SANMIGUEL",4066.48,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3263.09985351562
"28",1973,"AGUACLARA",3103.88,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3207.5
"29",1973,"BCI",2402.76,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2610.89990234375
"30",1973,"BCICLEAR",2099.72,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2610.89990234375
"31",1973,"CASCADAS",1762.68,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2588.30004882812
"32",1973,"GAMBOA",2146.3,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2665.89990234375
"33",1973,"GUACHA",2207.22,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2889
"34",1973,"PEDROMIGUEL",1777.94,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2621.5
"35",1973,"PELUCA",3124.16,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2961.90014648438
"36",1973,"SANMIGUEL",3352.72,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3197.89990234375
"37",1974,"AGUACLARA",3416.3,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2839.39990234375
"38",1974,"BCI",2298.7,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2469.10009765625
"39",1974,"BCICLEAR",2300.02,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2469.10009765625
"40",1974,"CASCADAS",1943.04,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2364.19995117188
"41",1974,"GAMBOA",2174.22,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2406.69995117188
"42",1974,"GUACHA",2151.34,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2666.5
"43",1974,"PEDROMIGUEL",1981.18,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2327.60009765625
"44",1974,"PELUCA",2151.3,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2627
"45",1974,"SANMIGUEL",2819.32,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2919.69995117188
"46",1975,"AGUACLARA",3843.02,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3442.89990234375
"47",1975,"BCI",2760.94,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2861.30004882812
"48",1975,"BCICLEAR",2762.78,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2861.30004882812
"49",1975,"CASCADAS",2072.62,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2798.10009765625
"50",1975,"GAMBOA",2405.38,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2886.10009765625
"51",1975,"GUACHA",2793.94,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3149.40014648438
"52",1975,"PEDROMIGUEL",2070.08,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2764.5
"53",1975,"PELUCA",3134.34,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3190.89990234375
"54",1975,"SANMIGUEL",4358.56,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,3407.89990234375
"55",1976,"AGUACLARA",2562.86,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2784.5
"56",1976,"BCI",1706.88,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2338.19995117188
"57",1976,"BCICLEAR",1708.26,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2338.19995117188
"58",1976,"CASCADAS",1402.02,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2270.60009765625
"59",1976,"GAMBOA",1280.14,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2337.10009765625
"60",1976,"GUACHA",1818.62,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2563.39990234375
"61",1976,"PEDROMIGUEL",1648.44,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2243.10009765625
"62",1976,"PELUCA",2019.3,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2492.80004882812
"63",1976,"SANMIGUEL",2804.16,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2691.80004882812
"64",1977,"AGUACLARA",3030.22,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2742.89990234375
"65",1977,"BCI",2595.86,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2390.89990234375
"66",1977,"BCICLEAR",2598.04,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2390.89990234375
"67",1977,"CASCADAS",1838.88,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2249.10009765625
"68",1977,"GAMBOA",2067.5,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2292.60009765625
"69",1977,"GUACHA",1633.18,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2541.60009765625
"70",1977,"PEDROMIGUEL",1976.06,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2183.5
"71",1977,"PELUCA",2024.32,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2522.30004882812
"72",1977,"SANMIGUEL",3573.7,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2679.80004882812
"73",1978,"AGUACLARA",3733.8,-79.70638,9.362686,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2699.10009765625
"74",1978,"BCI",2003.98,-79.836377,9.164701,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2211.39990234375
"75",1978,"BCICLEAR",2005.28,-79.838233,9.163114,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2211.39990234375
"76",1978,"CASCADAS",2227.56,-79.679987,9.080817,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2164.5
"77",1978,"GAMBOA",2176.7,-79.693876,9.111649,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2224.30004882812
"78",1978,"GUACHA",2029.46,-79.938878,9.176367,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2362
"79",1978,"PEDROMIGUEL",2039.56,-79.617208,9.02221,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2182.60009765625
"80",1978,"PELUCA",2700,-79.561096,9.37941,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2593
"81",1978,"SANMIGUEL",3500.06,-79.504151,9.419408,"1979-2013","CHELSA 1.2",NA,NA,NA,NA,NA,2819.5
"82",1979,"AGUACLARA",3578.86,-79.70638,9.362686,"1979-2013","CHELSA 1.2",3433,NA,NA,NA,2801.98193359375,2879.09985351562
"83",1979,"BCI",2656.84,-79.836377,9.164701,"1979-2013","CHELSA 1.2",3175,NA,NA,NA,2588.08349609375,2381.30004882812
"84",1979,"BCICLEAR",2335.6,-79.838233,9.163114,"1979-2013","CHELSA 1.2",3175,NA,NA,NA,2588.08349609375,2381.30004882812
"85",1979,"CASCADAS",1986.2,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1949,NA,NA,NA,2659.5830078125,2308.39990234375
"86",1979,"GAMBOA",1877,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1972,NA,NA,NA,2481.18408203125,2400.90014648438
"87",1979,"GUACHA",2115.8,-79.938878,9.176367,"1979-2013","CHELSA 1.2",3149,NA,NA,NA,2485.88403320312,2583.10009765625
"88",1979,"PEDROMIGUEL",2049.76,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1521,NA,NA,NA,2447.88427734375,2356.89990234375
"89",1979,"PELUCA",2710.12,-79.561096,9.37941,"1979-2013","CHELSA 1.2",2290,NA,NA,NA,2484.083984375,2770.69995117188
"90",1979,"SANMIGUEL",3274.02,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2992,NA,NA,NA,2505.68383789062,3050.30004882812
"91",1980,"AGUACLARA",2595.88,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2928,3152.56005859375,NA,NA,2514.98388671875,2887.19995117188
"92",1980,"BCI",2092.92,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2716,2574.77001953125,NA,NA,2347.5849609375,2345.80004882812
"93",1980,"BCICLEAR",2101.02,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2716,2574.77001953125,NA,NA,2347.5849609375,2345.80004882812
"94",1980,"CASCADAS",1889.76,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1951,2145.75,NA,NA,2362.384765625,2301.89990234375
"95",1980,"GAMBOA",2080.24,-79.693876,9.111649,"1979-2013","CHELSA 1.2",2048,2196.919921875,NA,NA,2201.38598632812,2397.80004882812
"96",1980,"GUACHA",2156.42,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2459,2718.73999023438,NA,NA,2272.4853515625,2602.59985351562
"97",1980,"PEDROMIGUEL",1981.14,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1512,1975.7900390625,NA,NA,2144.38623046875,2316.80004882812
"98",1980,"PELUCA",2733.02,-79.561096,9.37941,"1979-2013","CHELSA 1.2",2198,2860.84008789062,NA,NA,2191.28588867188,2685.39990234375
"99",1980,"SANMIGUEL",3025.14,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2850,2856.7900390625,NA,NA,2237.58569335938,2971
"100",1981,"AGUACLARA",4833.62,-79.70638,9.362686,"1979-2013","CHELSA 1.2",3541,4778.3798828125,NA,3965.97265625,3566.77709960938,3182.10009765625
"101",1981,"BCI",4132.58,-79.836377,9.164701,"1979-2013","CHELSA 1.2",3346,3943.1201171875,NA,3101.6142578125,3399.47827148438,2489.30004882812
"102",1981,"BCICLEAR",4135.1,-79.838233,9.163114,"1979-2013","CHELSA 1.2",3346,3943.1201171875,NA,3101.6142578125,3399.47827148438,2489.30004882812
"103",1981,"CASCADAS",2308.84,-79.679987,9.080817,"1979-2013","CHELSA 1.2",2676,3301.51000976562,NA,2533.52563476562,3446.3779296875,2464.89990234375
"104",1981,"GAMBOA",2512,-79.693876,9.111649,"1979-2013","CHELSA 1.2",2581,3369.830078125,NA,2657.564453125,3191.57958984375,2573
"105",1981,"GUACHA",3129.22,-79.938878,9.176367,"1979-2013","CHELSA 1.2",3077,4181.169921875,NA,3175.54248046875,3281.17895507812,2741.69995117188
"106",1981,"PEDROMIGUEL",2286,-79.617208,9.02221,"1979-2013","CHELSA 1.2",2459,3050.16015625,NA,2464.3291015625,3156.47973632812,2526.39990234375
"107",1981,"PELUCA",3853.16,-79.561096,9.37941,"1979-2013","CHELSA 1.2",2461,4333.33984375,NA,3165.05493164062,3069.18041992188,3054.10009765625
"108",1981,"SANMIGUEL",4815.68,-79.504151,9.419408,"1979-2013","CHELSA 1.2",3308,4303.35986328125,NA,3387.37866210938,3090.98022460938,3545.69995117188
"109",1982,"AGUACLARA",2862.58,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2163,3005.67993164062,NA,2635.21069335938,2417.48461914062,2798.5
"110",1982,"BCI",1750.02,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2307,2494.80004882812,NA,2313.9921875,2292.88525390625,2441.30004882812
"111",1982,"BCICLEAR",1771.04,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2307,2494.80004882812,NA,2313.9921875,2292.88525390625,2441.30004882812
"112",1982,"CASCADAS",1788.14,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1731,2035.19995117188,NA,1955.28698730469,2257.98559570312,2309.30004882812
"113",1982,"GAMBOA",1821.16,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1828,2076.22998046875,NA,1965.01196289062,2103.78662109375,2343.69995117188
"114",1982,"GUACHA",2072.64,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2126,2675.69995117188,NA,2414.302734375,2241.48559570312,2588.39990234375
"115",1982,"PEDROMIGUEL",1638.22,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1600,1898.23999023438,NA,1756.85168457031,2043.28686523438,2257.10009765625
"116",1982,"PELUCA",2080.22,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1732,2611.9599609375,NA,2276.90698242188,2089.48657226562,2593.60009765625
"117",1982,"SANMIGUEL",2793.94,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2360,2584.23999023438,NA,2376.1494140625,2138.08642578125,2901.69995117188
"118",1983,"AGUACLARA",3274.06,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2087,3289.77001953125,NA,3207.1572265625,2497.583984375,2455.10009765625
"119",1983,"BCI",2489.2,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2327,2819.6201171875,NA,2533.248046875,2387.28466796875,2147.60009765625
"120",1983,"BCICLEAR",2241.182,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2327,2819.6201171875,NA,2533.248046875,2387.28466796875,2147.60009765625
"121",1983,"CASCADAS",1993.84,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1816,2333.39990234375,NA,2239.67309570312,2371.884765625,2056.30004882812
"122",1983,"GAMBOA",2100.58,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1769,2373.51000976562,NA,2298.0615234375,2211.68579101562,2082.10009765625
"123",1983,"GUACHA",2318.94,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2125,2937.580078125,NA,2571.37036132812,2322.48510742188,2301.5
"124",1983,"PEDROMIGUEL",1518.84,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1635,2179.57006835938,NA,2130.85229492188,2139.28637695312,2059.80004882812
"125",1983,"PELUCA",2936.22,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1672,2839.69995117188,NA,2743.8779296875,2135.38623046875,2296.39990234375
"126",1983,"SANMIGUEL",3662.66,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2287,2770.26000976562,NA,2888.9736328125,2160.58618164062,2488.89990234375
"127",1984,"AGUACLARA",3660.14,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2448,3569.6298828125,NA,3291.28344726562,2762.38232421875,2916.80004882812
"128",1984,"BCI",2618.74,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2632,2973.1201171875,NA,2444.53051757812,2592.78344726562,2428
"129",1984,"BCICLEAR",1547.114,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2632,2973.1201171875,NA,2444.53051757812,2592.78344726562,2428
"130",1984,"CASCADAS",2087.88,-79.679987,9.080817,"1979-2013","CHELSA 1.2",2084,2591.51000976562,NA,2377.32104492188,2619.38330078125,2419.5
"131",1984,"GAMBOA",2481.5,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1992,2622.72998046875,NA,2353.4892578125,2455.38427734375,2467.39990234375
"132",1984,"GUACHA",1973.58,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2420,3045.22998046875,NA,2466.53466796875,2500.88403320312,2652.5
"133",1984,"PEDROMIGUEL",2125.9,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1835,2447.7099609375,NA,2128.5849609375,2390.28466796875,2418.19995117188
"134",1984,"PELUCA",2631.36,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1888,3289.39990234375,NA,2751.4150390625,2427.88452148438,2788.69995117188
"135",1984,"SANMIGUEL",3164.76,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2514,3258.25,NA,3045.25439453125,2431.68432617188,3180.5
"136",1985,"AGUACLARA",3891.28,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2386,3100.1298828125,NA,3140.55102539062,2444.28442382812,2349.5
"137",1985,"BCI",2082.78,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2443,2640.26000976562,NA,2414.2138671875,2301.4853515625,1935.19995117188
"138",1985,"BCICLEAR",1638.046,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2443,2640.26000976562,NA,2414.2138671875,2301.4853515625,1935.19995117188
"139",1985,"CASCADAS",1920.16,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1961,2165.23999023438,NA,2197.01171875,2324.18505859375,1944.5
"140",1985,"GAMBOA",1793.2,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1779,2204.9599609375,NA,2262.59057617188,2181.68603515625,1983.90002441406
"141",1985,"GUACHA",2334.22,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2203,2779.63012695312,NA,2423.31640625,2225.98583984375,2035.29992675781
"142",1985,"PEDROMIGUEL",2131.02,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1692,2005.7099609375,NA,1917.0849609375,2088.58666992188,2014.09997558594
"143",1985,"PELUCA",2578.02,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1767,2742.38989257812,NA,2737.78564453125,2108.28637695312,2394.60009765625
"144",1985,"SANMIGUEL",3210.54,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2490,2731.18994140625,NA,2950.90698242188,2130.18627929688,2642.90014648438
"145",1986,"AGUACLARA",3251.2,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2370,2981.84008789062,NA,3006.59790039062,2618.283203125,2760.60009765625
"146",1986,"BCI",1955.72,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2444,2678.57006835938,NA,2331.0654296875,2536.28369140625,2341.30004882812
"147",1986,"BCICLEAR",1866.646,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2444,2678.57006835938,NA,2331.0654296875,2536.28369140625,2341.30004882812
"148",1986,"CASCADAS",2148.8,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1896,2240.11010742188,NA,2129.54541015625,2460.58422851562,2283.30004882812
"149",1986,"GAMBOA",1793.22,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1870,2266.2900390625,NA,2079.57055664062,2296.58520507812,2317.19995117188
"150",1986,"GUACHA",1955.78,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2260,2893.68994140625,NA,2466.47607421875,2483.18408203125,2503.5
"151",1986,"PEDROMIGUEL",2105.64,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1652,2100.86987304688,NA,1919.44592285156,2203.68579101562,2294.59985351562
"152",1986,"PELUCA",2042.08,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1696,2748.31005859375,NA,2420.58520507812,2241.685546875,2585.60009765625
"153",1986,"SANMIGUEL",3667.74,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2333,2786.93994140625,NA,2542.87622070312,2293.08520507812,2829.19995117188
"154",1987,"AGUACLARA",4640.58,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2422,4072.71997070312,NA,4082.67333984375,2948.0810546875,3289.19995117188
"155",1987,"BCI",2743.14,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2405,3293.67993164062,NA,3037.78442382812,2710.08251953125,2880.89990234375
"156",1987,"BCICLEAR",1886.712,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2405,3293.67993164062,NA,3037.78442382812,2710.08251953125,2880.89990234375
"157",1987,"CASCADAS",2164.08,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1920,2515.89990234375,NA,2499.54052734375,2665.18286132812,2680.80004882812
"158",1987,"GAMBOA",2034.52,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1861,2609.88012695312,NA,2633.2099609375,2507.18383789062,2728.19995117188
"159",1987,"GUACHA",2717.72,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2193,3517.92993164062,NA,3051.35009765625,2624.18310546875,3041.80004882812
"160",1987,"PEDROMIGUEL",2141.22,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1697,2298.09008789062,NA,2163.10107421875,2328.98510742188,2736.69995117188
"161",1987,"PELUCA",3634.74,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1739,3361.65991210938,NA,3249.87963867188,2507.38403320312,3106.39990234375
"162",1987,"SANMIGUEL",5346.64,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2408,3284.75,NA,3460.77294921875,2592.68334960938,3441.5
"163",1988,"AGUACLARA",4066.54,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2859,3501.90991210938,NA,3174.0322265625,2914.28125,2972.89990234375
"164",1988,"BCI",1937.96,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2644,2785.96997070312,NA,2273.12182617188,2581.68359375,2512.89990234375
"165",1988,"BCICLEAR",1689.58,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2644,2785.96997070312,NA,2273.12182617188,2581.68359375,2512.89990234375
"166",1988,"CASCADAS",2593.3,-79.679987,9.080817,"1979-2013","CHELSA 1.2",2094,2481.0400390625,NA,2336.39721679688,2691.28271484375,2454.69995117188
"167",1988,"GAMBOA",1729.68,-79.693876,9.111649,"1979-2013","CHELSA 1.2",2054,2512.63012695312,NA,2361.17553710938,2513.3837890625,2494.30004882812
"168",1988,"GUACHA",2296.12,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2466,2829.59008789062,NA,2340.9111328125,2462.38427734375,2729.80004882812
"169",1988,"PEDROMIGUEL",2207.2,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1993,2345.28002929688,NA,2144.33764648438,2508.583984375,2450.89990234375
"170",1988,"PELUCA",2598.42,-79.561096,9.37941,"1979-2013","CHELSA 1.2",2224,3391.93994140625,NA,2890.76171875,2660.28295898438,2850.89990234375
"171",1988,"SANMIGUEL",3858.22,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2717,3450.5,NA,3066.29614257812,2664.98291015625,3172.19995117188
"172",1989,"AGUACLARA",3362.96,-79.70638,9.362686,"1979-2013","CHELSA 1.2",2281,3699.22998046875,NA,3317.65209960938,2830.8818359375,2740.60009765625
"173",1989,"BCI",1747.5,-79.836377,9.164701,"1979-2013","CHELSA 1.2",2379,2992.63989257812,NA,2486.89111328125,2606.68334960938,2169.80004882812
"174",1989,"BCICLEAR",1771,-79.838233,9.163114,"1979-2013","CHELSA 1.2",2379,2992.63989257812,NA,2486.89111328125,2606.68334960938,2169.80004882812
"175",1989,"CASCADAS",2186.86,-79.679987,9.080817,"1979-2013","CHELSA 1.2",1912,2528.07006835938,NA,2335.75805664062,2651.18310546875,2125.10009765625
"176",1989,"GAMBOA",2009.12,-79.693876,9.111649,"1979-2013","CHELSA 1.2",1815,2578.89013671875,NA,2358.26293945312,2482.7841796875,2198.5
"177",1989,"GUACHA",1816.08,-79.938878,9.176367,"1979-2013","CHELSA 1.2",2201,3075.23999023438,NA,2480.41528320312,2504.583984375,2365.5
"178",1989,"PEDROMIGUEL",1915.12,-79.617208,9.02221,"1979-2013","CHELSA 1.2",1723,2363.10009765625,NA,2144.59838867188,2408.38452148438,2206.89990234375
"179",1989,"PELUCA",2542.48,-79.561096,9.37941,"1979-2013","CHELSA 1.2",1803,3329.28002929688,NA,2870.75756835938,2471.38427734375,2702.19995117188
"180",1989,"SANMIGUEL",3586.48,-79.504151,9.419408,"1979-2013","CHELSA 1.2",2428,3294.75,NA,3114.12670898438,2496.98388671875,3052.10009765625
