"","Year","site","annual_precip","long_dd","lat_dd","temporal","dataset_name","CHELSA1.2","CHELSA2.1","CHELSA_EarthEnv","CHIRPS2.0","CHELSAW5E5v1.0","TerraClimate"
"1866",1989,"BCICLEAR",1771,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2379,2992.63989257812,NA,2486.89111328125,2606.68334960938,2169.80004882812
"1867",1989,"CASCADAS",2186.86,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1912,2528.07006835938,NA,2335.75805664062,2651.18310546875,2125.10009765625
"1868",1989,"GAMBOA",2009.12,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1815,2578.89013671875,NA,2358.26293945312,2482.7841796875,2198.5
"1869",1989,"GUACHA",1816.08,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2201,3075.23999023438,NA,2480.41528320312,2504.583984375,2365.5
"1870",1989,"PEDROMIGUEL",1915.12,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1723,2363.10009765625,NA,2144.59838867188,2408.38452148438,2206.89990234375
"1871",1989,"PELUCA",2542.48,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1803,3329.28002929688,NA,2870.75756835938,2471.38427734375,2702.19995117188
"1872",1989,"SANMIGUEL",3586.48,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2428,3294.75,NA,3114.12670898438,2496.98388671875,3052.10009765625
"1873",1990,"AGUACLARA",4467.86,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2491,4151.22998046875,NA,3688.00390625,2763.48217773438,2983.19995117188
"1874",1990,"BCI",2588.24,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2573,3450.30004882812,NA,2853.95361328125,2635.0830078125,2457.19995117188
"1875",1990,"BCICLEAR",2761.996,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2573,3450.30004882812,NA,2853.95361328125,2635.0830078125,2457.19995117188
"1876",1990,"CASCADAS",2278.3,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",2036,2790.63989257812,NA,2491.595703125,2677.68286132812,2409.60009765625
"1877",1990,"GAMBOA",2032,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",2029,2861.56005859375,NA,2567.01342773438,2500.583984375,2480.5
"1878",1990,"GUACHA",2374.9,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2364,3540.6201171875,NA,2864.15625,2539.98364257812,2723.19995117188
"1879",1990,"PEDROMIGUEL",1922.74,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1920,2596.01000976562,NA,2216.77905273438,2402.78466796875,2410.69995117188
"1880",1990,"PELUCA",2562.86,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1896,3486.65991210938,NA,3218.7607421875,2393.28466796875,2787.39990234375
"1881",1990,"SANMIGUEL",3279.14,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2599,3398.86987304688,NA,3265.0185546875,2423.1845703125,3054.19995117188
"1882",1991,"AGUACLARA",3647.44,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2417,3570.669921875,NA,3191.15991210938,2521.68383789062,3139.5
"1883",1991,"BCI",2296.08,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2492,3066.26000976562,NA,2443.09936523438,2509.28393554688,2737.60009765625
"1884",1991,"BCICLEAR",2158.238,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2492,3066.26000976562,NA,2443.09936523438,2509.28393554688,2737.60009765625
"1885",1991,"CASCADAS",2766.06,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1898,2566.83984375,NA,2289.71142578125,2469.68408203125,2594
"1886",1991,"GAMBOA",2293.6,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1985,2601.92993164062,NA,2359.42431640625,2305.9853515625,2662
"1887",1991,"GUACHA",2115.76,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2349,3229.2099609375,NA,2568.92578125,2447.58422851562,2961.60009765625
"1888",1991,"PEDROMIGUEL",2311.34,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1877,2414.2900390625,NA,2056.48461914062,2200.0859375,2513.30004882812
"1889",1991,"PELUCA",2679.64,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1913,3112.86010742188,NA,2713.61474609375,2166.38623046875,2778.5
"1890",1991,"SANMIGUEL",3525.5,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2561,3081.11010742188,NA,2768.90771484375,2191.28588867188,2868.10009765625
"1891",1992,"AGUACLARA",3822.7,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",1921,3984.90991210938,NA,3558.4677734375,2698.48266601562,2531.60009765625
"1892",1992,"BCI",2994.62,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2119,3272.32006835938,NA,2695.43725585938,2508.88403320312,2162.5
"1893",1992,"BCICLEAR",2691.384,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2119,3272.32006835938,NA,2695.43725585938,2508.88403320312,2162.5
"1894",1992,"CASCADAS",2288.48,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1644,2433.76000976562,NA,2340.30908203125,2455.484375,2032.19995117188
"1895",1992,"GAMBOA",1996.38,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1549,2547.7099609375,NA,2484.81127929688,2305.78515625,2092.80004882812
"1896",1992,"GUACHA",2379.9,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",1972,3454.5,NA,2666.3515625,2442.78442382812,2313.19995117188
"1897",1992,"PEDROMIGUEL",2044.64,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1450,2143.919921875,NA,2184.75366210938,2158.18627929688,2056.69995117188
"1898",1992,"PELUCA",2811.72,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1479,3205.96997070312,NA,3078.0888671875,2273.38549804688,2401.30004882812
"1899",1992,"SANMIGUEL",4269.74,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2038,3057.5,NA,3147.580078125,2332.38500976562,2597
"1900",1993,"AGUACLARA",3736.34,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",1863,3780.05004882812,NA,3685.19946289062,2783.48217773438,2873.30004882812
"1901",1993,"BCI",2890.46,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",1980,3106.11010742188,NA,2875.5361328125,2580.58349609375,2352.39990234375
"1902",1993,"BCICLEAR",2457.196,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",1980,3106.11010742188,NA,2875.5361328125,2580.58349609375,2352.39990234375
"1903",1993,"CASCADAS",2753.32,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1541,2473.419921875,NA,2548.62377929688,2600.4833984375,2305.80004882812
"1904",1993,"GAMBOA",2626.34,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1517,2557.64990234375,NA,2538.9365234375,2430.08447265625,2372.10009765625
"1905",1993,"GUACHA",2280.88,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",1808,3165.01000976562,NA,2803.16772460938,2484.88403320312,2581.39990234375
"1906",1993,"PEDROMIGUEL",2197.04,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1356,2248.71997070312,NA,2310.92260742188,2333.0849609375,2301.69995117188
"1907",1993,"PELUCA",3238.5,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1404,3274.53002929688,NA,3074.15869140625,2455.68432617188,2698.89990234375
"1908",1993,"SANMIGUEL",4284.92,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",1900,3211.40991210938,NA,3345.32836914062,2501.48388671875,3044.80004882812
"1909",1994,"AGUACLARA",3794.76,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2257,3031.419921875,NA,3271.8583984375,2634.283203125,2808
"1910",1994,"BCI",2821.88,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2408,2459.9599609375,NA,2440.06884765625,2446.68432617188,2294.39990234375
"1911",1994,"BCICLEAR",2007.108,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2408,2459.9599609375,NA,2440.06884765625,2446.68432617188,2294.39990234375
"1912",1994,"CASCADAS",2209.8,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",2008,2054.27001953125,NA,2314.86938476562,2440.88427734375,2349.10009765625
"1913",1994,"GAMBOA",2428.24,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1859,2099.34008789062,NA,2336.70434570312,2274.4853515625,2420.69995117188
"1914",1994,"GUACHA",2090.34,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2174,2626.40991210938,NA,2528.13159179688,2376.48486328125,2520
"1915",1994,"PEDROMIGUEL",1968.42,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1822,1932.05004882812,NA,2147.71264648438,2209.68579101562,2400.69995117188
"1916",1994,"PELUCA",3063.18,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1756,2819.44995117188,NA,2889.4677734375,2311.18530273438,2575.5
"1917",1994,"SANMIGUEL",4371.32,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2401,2840.51000976562,NA,2963.09350585938,2345.28491210938,2707.10009765625
"1918",1995,"AGUACLARA",4742.18,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",3000,3900.42993164062,NA,3953.57104492188,3101.18017578125,2470.19995117188
"1919",1995,"BCI",2880.28,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2847,3085.69995117188,NA,2877.0771484375,2813.98193359375,1958.19995117188
"1920",1995,"BCICLEAR",2230.877,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2847,3085.69995117188,NA,2877.0771484375,2813.98193359375,1958.19995117188
"1921",1995,"CASCADAS",2303.74,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",2327,2591.419921875,NA,2498.9775390625,2870.48168945312,1819.30004882812
"1922",1995,"GAMBOA",2280.86,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",2266,2656.14990234375,NA,2618.9501953125,2675.8828125,1902.29992675781
"1923",1995,"GUACHA",2664.46,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2596,3220.73999023438,NA,2758.66772460938,2701.8828125,2189.19995117188
"1924",1995,"PEDROMIGUEL",1971.04,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",2195,2418.2099609375,NA,2424.73657226562,2643.48315429688,1858.69995117188
"1925",1995,"PELUCA",2979.4,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",2347,3633.85009765625,NA,3346.7421875,2776.88232421875,2369.10009765625
"1926",1995,"SANMIGUEL",4777.74,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",3087,3658.05004882812,NA,3491.33813476562,2823.3818359375,2627.89990234375
"1927",1996,"AGUACLARA",4643.12,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2385,4039.90014648438,NA,3881.24145507812,3291.47900390625,2767.30004882812
"1928",1996,"BCI",3357.86,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2322,3496.169921875,NA,3174.41357421875,3112.080078125,2145.19995117188
"1929",1996,"BCICLEAR",2641.065,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2322,3496.169921875,NA,3174.41357421875,3112.080078125,2145.19995117188
"1930",1996,"CASCADAS",2202.1,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1901,2843.4599609375,NA,2650.03002929688,3113.97998046875,2105.39990234375
"1931",1996,"GAMBOA",2298.62,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1818,2902.76000976562,NA,2757.11694335938,2895.18139648438,2193
"1932",1996,"GUACHA",2593.3,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2101,3662,NA,3114.58032226562,3032.6806640625,2445.69995117188
"1933",1996,"PEDROMIGUEL",2367.28,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1715,2601.65991210938,NA,2368.18090820312,2819.58203125,2152.10009765625
"1934",1996,"PELUCA",3286.68,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1869,3564.51000976562,NA,3398.90234375,2924.98120117188,2644.19995117188
"1935",1996,"SANMIGUEL",5435.54,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2476,3579.85009765625,NA,3866.2177734375,2976.68090820312,3017.39990234375
"1936",1997,"AGUACLARA",2359.66,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2458,2589.02001953125,NA,2362.96118164062,2127.08642578125,2592.30004882812
"1937",1997,"BCI",1772.88,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2518,1975.7099609375,NA,1809.15258789062,1922.28771972656,2252.90014648438
"1938",1997,"BCICLEAR",1521.46,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2518,1975.7099609375,NA,1809.15258789062,1922.28771972656,2252.90014648438
"1939",1997,"CASCADAS",1714.46,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",2049,1630.98999023438,NA,1850.421875,1939.48754882812,2228.69995117188
"1940",1997,"GAMBOA",1714.42,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1945,1679.23999023438,NA,1911.8935546875,1800.1884765625,2252.19995117188
"1941",1997,"GUACHA",1264.86,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2277,2062.25,NA,1804.27404785156,1846.38818359375,2410.80004882812
"1942",1997,"PEDROMIGUEL",1668.72,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1821,1550.08996582031,NA,1651.98547363281,1767.48864746094,2199.60009765625
"1943",1997,"PELUCA",1894.76,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1890,2395.15991210938,NA,2098.841796875,1896.587890625,2543
"1944",1997,"SANMIGUEL",2377.42,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2599,2424.93994140625,NA,2136.8583984375,1984.18725585938,2873.89990234375
"1945",1998,"AGUACLARA",3870.96,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2605,3313.919921875,NA,3487.5146484375,2825.8818359375,2786.10009765625
"1946",1998,"BCI",2735.54,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2705,2551.65991210938,NA,2450.9970703125,2541.48364257812,2252.89990234375
"1947",1998,"BCICLEAR",2272.284,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2705,2551.65991210938,NA,2450.9970703125,2541.48364257812,2252.89990234375
"1948",1998,"CASCADAS",2204.68,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",2181,2196.86010742188,NA,2499.84204101562,2608.08325195312,2083.10009765625
"1949",1998,"GAMBOA",2199.56,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",2171,2244.86987304688,NA,2560.12939453125,2433.08447265625,2200.60009765625
"1950",1998,"GUACHA",2047.24,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2462,2682.66015625,NA,2402.486328125,2429.88452148438,2554.89990234375
"1951",1998,"PEDROMIGUEL",2189.46,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",2052,2093.10009765625,NA,2401.24853515625,2385.58471679688,2084.69995117188
"1952",1998,"PELUCA",2989.5,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",2123,3233.10009765625,NA,3098.63647460938,2542.3837890625,2503.69995117188
"1953",1998,"SANMIGUEL",3812.52,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2836,3324.69995117188,NA,3296.65844726562,2613.58325195312,2696.69995117188
"1954",1999,"AGUACLARA",4757.42,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2995,3601.48999023438,NA,3924.66577148438,3028.78051757812,3281.39990234375
"1955",1999,"BCI",4035.98,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2791,2799.169921875,NA,2722.841796875,2802.78198242188,2545.69995117188
"1956",1999,"BCICLEAR",3371.85,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2791,2799.169921875,NA,2722.841796875,2802.78198242188,2545.69995117188
"1957",1999,"CASCADAS",2605.98,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",2242,2351.3798828125,NA,2492.64868164062,2779.2822265625,2433.60009765625
"1958",1999,"GAMBOA",2468.8,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",2279,2410.8798828125,NA,2539.62890625,2597.4833984375,2572.5
"1959",1999,"GUACHA",3258.76,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2574,2961.330078125,NA,2672.21215820312,2746.28247070312,2830.10009765625
"1960",1999,"PEDROMIGUEL",2270.68,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",2193,2210.0400390625,NA,2342.66943359375,2533.08374023438,2501.40014648438
"1961",1999,"PELUCA",4272.26,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",2292,3431.63012695312,NA,3517.29223632812,2719.08251953125,3251
"1962",1999,"SANMIGUEL",5120.64,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2941,3517.919921875,NA,4051.47314453125,2758.7822265625,3594.80004882812
"1963",2000,"AGUACLARA",4008.12,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",1935,3832.44995117188,NA,3751.47583007812,2864.681640625,2846.69995117188
"1964",2000,"BCI",2809.22,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2058,2784.31005859375,NA,2659.8955078125,2665.18286132812,2447.60009765625
"1965",2000,"BCICLEAR",2191.766,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2058,2784.31005859375,NA,2659.8955078125,2665.18286132812,2447.60009765625
"1966",2000,"CASCADAS",2250.38,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1577,2358.02001953125,NA,2391.76220703125,2703.28271484375,2411.80004882812
"1967",2000,"GAMBOA",2270.74,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1686,2426.93994140625,NA,2418.48803710938,2519.68383789062,2450.60009765625
"1968",2000,"GUACHA",2867.62,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",1906,2940.02001953125,NA,2633.84887695312,2546.3837890625,2579.19995117188
"1969",2000,"PEDROMIGUEL",2138.6,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1538,2257.77001953125,NA,2303.4853515625,2427.08447265625,2390.89990234375
"1970",2000,"PELUCA",3078.42,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1618,3734.86010742188,NA,3282.51391601562,2573.28344726562,2610.39990234375
"1971",2000,"SANMIGUEL",4201.14,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2146,3866.59008789062,NA,3517.12866210938,2675.28295898438,2913.89990234375
"1972",2001,"AGUACLARA",3167.38,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2213,3324.35009765625,NA,3308.43481445312,2682.48291015625,3264.80004882812
"1973",2001,"BCI",2288.52,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2213,2514.11010742188,NA,2456.8388671875,2432.88452148438,2730.19995117188
"1974",2001,"BCICLEAR",1945.894,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2213,2514.11010742188,NA,2456.8388671875,2432.88452148438,2730.19995117188
"1975",2001,"CASCADAS",1856.72,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1738,2039.06005859375,NA,2218.5966796875,2425.38452148438,2764.80004882812
"1976",2001,"GAMBOA",1887.2,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1746,2100.34008789062,NA,2249.11059570312,2269.08544921875,2832
"1977",2001,"GUACHA",1907.52,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2060,2668.88012695312,NA,2357.48071289062,2346.78491210938,2918.80004882812
"1978",2001,"PEDROMIGUEL",1963.38,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1640,1932.39001464844,NA,2124.71948242188,2149.38623046875,2746.60009765625
"1979",2001,"PELUCA",2682.24,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1729,3036,NA,2781.32592773438,2341.68505859375,3017.69995117188
"1980",2001,"SANMIGUEL",3708.32,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2245,3080.31005859375,NA,3045.20654296875,2449.984375,3299.60009765625
"1981",2002,"AGUACLARA",2987.04,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2356,3137.94995117188,NA,2992.17504882812,2531.78369140625,2475.30004882812
"1982",2002,"BCI",2336.74,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2303,2541.27001953125,NA,2363.99658203125,2386.78466796875,2298.80004882812
"1983",2002,"BCICLEAR",1841.246,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2303,2541.27001953125,NA,2363.99658203125,2386.78466796875,2298.80004882812
"1984",2002,"CASCADAS",1932.88,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1794,2018.25,NA,2140.931640625,2342.88500976562,2178.39990234375
"1985",2002,"GAMBOA",1841.5,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1853,2088.30004882812,NA,2134.76733398438,2188.28588867188,2186.19995117188
"1986",2002,"GUACHA",2181.78,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2109,2693.830078125,NA,2401.263671875,2325.28515625,2370.80004882812
"1987",2002,"PEDROMIGUEL",1795.76,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1704,1847.15002441406,NA,1998.44702148438,2104.1865234375,2063.69995117188
"1988",2002,"PELUCA",2646.6,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1824,2864.10986328125,NA,2532.51708984375,2242.48559570312,2278.80004882812
"1989",2002,"SANMIGUEL",3748.96,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2426,2926.52001953125,NA,2661.03955078125,2295.78540039062,2479.80004882812
"1990",2003,"AGUACLARA",3903.98,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2513,4159.4599609375,4259.25,3684.73559570312,3056.88037109375,3100.5
"1991",2003,"BCI",2697.4,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2349,3106.8798828125,3065.41015625,2759.974609375,2780.18212890625,2440.89990234375
"1992",2003,"BCICLEAR",2535.682,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2349,3106.8798828125,3065.41015625,2759.974609375,2780.18212890625,2440.89990234375
"1993",2003,"CASCADAS",2672.06,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1865,2392.40991210938,2399.32006835938,2451.81005859375,2763.98217773438,2386
"1994",2003,"GAMBOA",2760.9,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1839,2495.31005859375,2492.53002929688,2515.10107421875,2607.58325195312,2490.69995117188
"1995",2003,"GUACHA",2179.24,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2166,3337.97998046875,3374.89990234375,2708.61865234375,2707.38256835938,2777.10009765625
"1996",2003,"PEDROMIGUEL",2044.68,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1690,2190.40991210938,2184.84008789062,2259.85522460938,2481.98413085938,2481.5
"1997",2003,"PELUCA",3180.04,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1903,3547.33984375,3658.72998046875,3123.83618164062,2608.18334960938,2962.60009765625
"1998",2003,"SANMIGUEL",3771.82,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2542,3478.97998046875,3535.19995117188,3245.55834960938,2663.38305664062,3270.19995117188
"1999",2004,"AGUACLARA",4244.34,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",1700,3947.85009765625,4157.77001953125,3823.28466796875,2896.88134765625,4027.89990234375
"2000",2004,"BCI",2700.02,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",1705,3080.86010742188,2977.56005859375,2775.6923828125,2581.28344726562,3219
"2001",2004,"BCICLEAR",2369.82,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",1705,3080.86010742188,2977.56005859375,2775.6923828125,2581.28344726562,3219
"2002",2004,"CASCADAS",2021.82,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1306,2449.05004882812,2516.85009765625,2521.18920898438,2583.9833984375,3215.10009765625
"2003",2004,"GAMBOA",2108.14,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1302,2535.69995117188,2561.59008789062,2550.44213867188,2430.984375,3334.60009765625
"2004",2004,"GUACHA",2733.04,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",1590,3181.90991210938,3230.81005859375,2697.12841796875,2491.98413085938,3516.5
"2005",2004,"PEDROMIGUEL",2151.3,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1183,2254.18994140625,2350.11010742188,2265.8330078125,2332.28515625,3200.30004882812
"2006",2004,"PELUCA",3855.64,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1389,3386.01000976562,3423.81005859375,3231.15234375,2568.88354492188,3651.39990234375
"2007",2004,"SANMIGUEL",4658.26,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",1876,3334.36987304688,3278.03002929688,3400.14526367188,2626.48315429688,3876.89990234375
"2008",2005,"AGUACLARA",3291.84,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2574,3843.52001953125,4001.44995117188,3262.61108398438,2933.18115234375,3123.30004882812
"2009",2005,"BCI",2288.46,-79.836377,9.164701,"1979-2016","CHELSA-W5E5v1.0",2225,2987.10009765625,2873.01000976562,2461.20654296875,2605.68334960938,2547.69995117188
"2010",2005,"BCICLEAR",2016.76,-79.838233,9.163114,"1979-2016","CHELSA-W5E5v1.0",2225,2987.10009765625,2873.01000976562,2461.20654296875,2605.68334960938,2547.69995117188
"2011",2005,"CASCADAS",1968.48,-79.679987,9.080817,"1979-2016","CHELSA-W5E5v1.0",1812,2423.61987304688,2502.72998046875,2136.9755859375,2643.88305664062,2440.69995117188
"2012",2005,"GAMBOA",1704.28,-79.693876,9.111649,"1979-2016","CHELSA-W5E5v1.0",1825,2498.2099609375,2515,2172.1533203125,2477.08422851562,2510.89990234375
"2013",2005,"GUACHA",2308.86,-79.938878,9.176367,"1979-2016","CHELSA-W5E5v1.0",2065,3108.97998046875,3114.73999023438,2578.2060546875,2511.083984375,2804.39990234375
"2014",2005,"PEDROMIGUEL",1894.78,-79.617208,9.02221,"1979-2016","CHELSA-W5E5v1.0",1675,2237.77001953125,2299.26000976562,1996.80883789062,2421.6845703125,2373.5
"2015",2005,"PELUCA",2555.24,-79.561096,9.37941,"1979-2016","CHELSA-W5E5v1.0",1905,3334.73999023438,3446.919921875,2853.09326171875,2567.88354492188,2815.19995117188
"2016",2005,"SANMIGUEL",3398.52,-79.504151,9.419408,"1979-2016","CHELSA-W5E5v1.0",2436,3281.39990234375,3287.7900390625,3045.21508789062,2597.78344726562,3174.40014648438
"2017",2006,"AGUACLARA",3578.86,-79.70638,9.362686,"1979-2016","CHELSA-W5E5v1.0",2855,4589.22998046875,4795.4697265625,3888.37890625,3271.37915039062,2375.30004882812
